,종목코드,현재가,거래량,거래대금,일자,시가,고가,저가,수정주가구분,수정비율,대업종구분,소업종구분,종목정보,수정주가이벤트,전일종가
196,005930,60400,20648281,1245768,20200914,60200,60800,59900,,,,,,,
197,005930,59000,16017098,942686,20200911,59300,59400,58200,,,,,,,
198,005930,59200,29923293,1781328,20200910,59900,60000,59100,,,,,,,
199,005930,58400,30597399,1791534,20200909,58200,59300,57800,,,,,,,
200,005930,58700,31517520,1832706,20200908,57400,58700,57200,,,,,,,
201,005930,56500,18685880,1056350,20200907,56100,57300,55800,,,,,,,
202,005930,55600,22139109,1228387,20200904,55200,55800,55100,,,,,,,
203,005930,56400,28384920,1598060,20200903,55600,56700,55500,,,,,,,
204,005930,54400,16905723,922056,20200902,54600,55100,54100,,,,,,,
205,005930,54200,19363117,1052420,20200901,54100,54800,54100,,,,,,,
206,005930,54000,32671367,1786246,20200831,56000,56100,54000,,,,,,,
207,005930,55400,14619888,815588,20200828,56100,56300,55400,,,,,,,
208,005930,55600,16196568,903861,20200827,56300,56300,55600,,,,,,,
209,005930,56400,17651593,989962,20200826,56400,56500,55700,,,,,,,
210,005930,56400,14021705,790968,20200825,56400,56800,56100,,,,,,,
211,005930,56100,15055896,843922,20200824,55800,56600,55400,,,,,,,
212,005930,55900,21142288,1190753,20200821,56200,56900,55800,,,,,,,
213,005930,55400,30386029,1709572,20200820,57600,57600,55300,,,,,,,
214,005930,57800,16930719,988996,20200819,59000,59200,57800,,,,,,,
215,005930,58400,25307825,1490617,20200818,58900,59900,58000,,,,,,,
216,005930,58000,15672548,909053,20200814,58000,58400,57700,,,,,,,
217,005930,58700,22089460,1300660,20200813,59400,59600,58000,,,,,,,
218,005930,59000,18573934,1083108,20200812,58200,59000,57700,,,,,,,
219,005930,58200,24907912,1462107,20200811,58000,59500,57800,,,,,,,
220,005930,57800,17774291,1029080,20200810,57600,58300,57500,,,,,,,
221,005930,57500,18751717,1081791,20200807,57900,58400,57100,,,,,,,
222,005930,58000,21625874,1250814,20200806,57100,58400,57100,,,,,,,
223,005930,56900,17739706,1007827,20200805,57300,57500,56300,,,,,,,
224,005930,57300,19419694,1115746,20200804,57200,58100,57000,,,,,,,
225,005930,56800,21158940,1209657,20200803,57800,57900,56700,,,,,,,
226,005930,57900,21943345,1282932,20200731,59500,59600,57700,,,,,,,
227,005930,59000,19285354,1147804,20200730,59700,60100,59000,,,,,,,
228,005930,59000,36476611,2169959,20200729,60300,60400,58600,,,,,,,
229,005930,58600,48431566,2803148,20200728,57000,58800,56400,,,,,,,
230,005930,55600,21054421,1165207,20200727,54300,55700,54300,,,,,,,
231,005930,54200,10994535,594538,20200724,54000,54400,53700,,,,,,,
232,005930,54100,16214932,876160,20200723,54700,54700,53800,,,,,,,
233,005930,54700,12885057,708749,20200722,55300,55500,54700,,,,,,,
234,005930,55300,18297260,1009863,20200721,55200,55400,54800,,,,,,,
235,005930,54200,10507530,571387,20200720,54800,54800,54000,,,,,,,
236,005930,54400,10096174,549371,20200717,54200,54700,54100,,,,,,,
237,005930,53800,16779127,909095,20200716,54800,54800,53800,,,,,,,
238,005930,54700,24051450,1317316,20200715,54400,55000,54300,,,,,,,
239,005930,53800,14269484,763627,20200714,53700,53800,53200,,,,,,,
240,005930,53400,12240188,654722,20200713,53300,53800,53100,,,,,,,
241,005930,52700,13714746,722450,20200710,53100,53200,52300,,,,,,,
242,005930,52800,17054850,906943,20200709,53200,53600,52800,,,,,,,
243,005930,53000,19664652,1049005,20200708,53600,53900,52900,,,,,,,
244,005930,53400,30760032,1672754,20200707,55800,55900,53400,,,,,,,
245,005930,55000,19856623,1084004,20200706,54000,55000,53800,,,,,,,
246,005930,53600,11887868,633333,20200703,53000,53600,52700,,,,,,,
247,005930,52900,14142583,742668,20200702,52100,52900,52100,,,,,,,
248,005930,52600,16706143,884145,20200701,53400,53600,52400,,,,,,,
249,005930,52800,21157172,1129431,20200630,53900,53900,52800,,,,,,,
250,005930,52400,17776925,934880,20200629,52500,53200,52000,4,0.00,,,,,
251,005930,53300,21575360,1146336,20200626,52800,53900,52200,,,,,,,
252,005930,51900,18541624,970495,20200625,52100,53000,51900,,,,,,,
253,005930,52900,24519552,1301306,20200624,51900,53900,51600,,,,,,,
254,005930,51400,18086152,937055,20200623,52500,52800,51100,,,,,,,
255,005930,52000,13801350,720718,20200622,52000,52600,51800,,,,,,,
256,005930,52900,18157985,950404,20200619,52600,52900,51600,,,,,,,
257,005930,52300,15982926,830793,20200618,52200,52300,51600,,,,,,,
258,005930,52200,26672595,1390772,20200617,52100,52900,51300,,,,,,,
259,005930,52100,21808375,1124879,20200616,51200,52100,50600,,,,,,,
260,005930,49900,28772921,1468000,20200615,51400,52000,49900,,,,,,,
261,005930,52300,26976019,1410311,20200612,52100,52800,51500,,,,,,,
262,005930,54300,33815123,1832274,20200611,54500,55100,53200,,,,,,,
263,005930,55400,16742493,927393,20200610,55100,55900,54900,,,,,,,
264,005930,55500,23998831,1326558,20200609,55800,56500,54400,,,,,,,
265,005930,54900,25634965,1418831,20200608,56400,56500,54700,,,,,,,
266,005930,55500,22743629,1254430,20200605,54400,55900,54000,,,,,,,
267,005930,54600,40220334,2236420,20200604,55800,57000,54600,,,,,,,
268,005930,54500,49257814,2655435,20200603,51800,55000,51700,,,,,,,
269,005930,51400,14247933,730124,20200602,51000,51500,50800,,,,,,,
270,005930,51200,16949183,864647,20200601,50800,51200,50600,,,,,,,
271,005930,50700,27596961,1390446,20200529,50000,50700,49700,,,,,,,
272,005930,50400,31309318,1585346,20200528,51100,51200,49900,,,,,,,
273,005930,49900,19548479,969952,20200527,48950,50000,48800,,,,,,,
274,005930,49250,15127490,742844,20200526,48700,49450,48600,,,,,,,
275,005930,48850,14337913,698563,20200525,48750,48900,48450,,,,,,,
276,005930,48750,19706284,965730,20200522,49600,49800,48600,,,,,,,
277,005930,49950,14949266,748343,20200521,50300,50400,49850,,,,,,,
278,005930,50000,14896899,744470,20200520,50000,50200,49800,,,,,,,
279,005930,50300,25168295,1261318,20200519,50100,50500,49700,,,,,,,
280,005930,48800,20481981,995409,20200518,47950,49100,47600,,,,,,,
281,005930,47850,18463118,887550,20200515,48400,48450,47700,,,,,,,
282,005930,48000,19305974,924044,20200514,47750,48100,47650,,,,,,,
283,005930,48550,20223277,966406,20200513,47250,48550,47200,,,,,,,
284,005930,47900,23433590,1122420,20200512,48400,48500,47550,,,,,,,
285,005930,48400,16357743,797524,20200511,48900,49250,48300,,,,,,,
286,005930,48800,15319700,752271,20200508,49100,49350,48800,,,,,,,
287,005930,48800,13884411,679669,20200507,49200,49300,48700,,,,,,,
288,005930,49200,18070225,882454,20200506,49000,49200,48500,,,,,,,
289,005930,48500,26083749,1270817,20200504,48900,49100,48500,,,,,,,
290,005930,50000,15604533,780706,20200429,49900,50500,49600,,,,,,,
291,005930,50100,16095399,800261,20200428,49850,50100,49300,,,,,,,
292,005930,49850,14049471,697231,20200427,49350,50000,49100,,,,,,,
293,005930,49350,15618347,771212,20200424,49650,49750,49000,,,,,,,
294,005930,49850,18754442,936174,20200423,50200,50300,49500,,,,,,,
295,005930,49850,18613864,912223,20200422,48700,50000,48350,,,,,,,
296,005930,49250,27407543,1347415,20200421,49400,49700,48700,,,,,,,
297,005930,50100,21866354,1106552,20200420,51400,51400,50000,,,,,,,
298,005930,51400,32041675,1641068,20200417,50800,52000,50300,,,,,,,
299,005930,49000,23349760,1143760,20200416,49350,49350,48550,,,,,,,
300,005930,49000,14206216,694513,20200414,48800,49200,48300,,,,,,,
301,005930,48300,14431800,700511,20200413,48650,48900,48300,,,,,,,
302,005930,49250,17839111,872177,20200410,48950,49250,48650,,,,,,,
303,005930,49100,22628058,1111936,20200409,49750,49800,48700,,,,,,,
304,005930,48600,25010314,1230375,20200408,49600,49750,48600,,,,,,,
305,005930,49600,31524034,1561333,20200407,49650,50200,49000,,,,,,,
306,005930,48700,23395726,1123254,20200406,47500,48800,47250,,,,,,,
307,005930,47000,22784682,1074180,20200403,47400,47600,46550,,,,,,,
308,005930,46800,21621076,997831,20200402,46200,46850,45350,,,,,,,
309,005930,45800,27259532,1282483,20200401,47450,47900,45800,,,,,,,
310,005930,47750,30654261,1467323,20200331,48000,48500,47150,,,,,,,
311,005930,47850,26797395,1268119,20200330,47050,48350,46550,4,0.00,,,,,
312,005930,48300,39896178,1931406,20200327,49600,49700,46850,,,,,,,
313,005930,47800,42185129,2044314,20200326,49000,49300,47700,,,,,,,
314,005930,48650,52735922,2552010,20200325,48950,49600,47150,,,,,,,
315,005930,46950,49801908,2254620,20200324,43850,46950,43050,,,,,,,
316,005930,42500,41701626,1789672,20200323,42600,43550,42400,,,,,,,
317,005930,45400,49730008,2221272,20200320,44150,45500,43550,,,,,,,
318,005930,42950,56925513,2502939,20200319,46400,46650,42300,,,,,,,
319,005930,45600,40152623,1896703,20200318,47750,48350,45600,,,,,,,
320,005930,47300,51218151,2453542,20200317,46900,49650,46700,,,,,,,
321,005930,48900,33339821,1657129,20200316,50100,50900,48800,,,,,,,
322,005930,49950,59462933,2902883,20200313,47450,51600,46850,,,,,,,
323,005930,50800,48149999,2436966,20200312,51000,51900,49300,,,,,,,
324,005930,52100,45707281,2425786,20200311,54300,54400,52000,,,,,,,
325,005930,54600,32106554,1744478,20200310,53800,54900,53700,,,,,,,
326,005930,54200,30261485,1642721,20200309,54700,55000,53600,,,,,,,
327,005930,56500,18716656,1058858,20200306,56500,57200,56200,,,,,,,
328,005930,57800,21698990,1245379,20200305,57600,58000,56700,,,,,,,
329,005930,57400,24765728,1405495,20200304,54800,57600,54600,,,,,,,
330,005930,55400,30330295,1702259,20200303,56700,56900,55100,,,,,,,
331,005930,55000,30403412,1665342,20200302,54300,55500,53600,,,,,,,
332,005930,54200,30054227,1642135,20200228,55000,55500,54200,,,,,,,
333,005930,55900,23209541,1301501,20200227,56300,56900,55500,,,,,,,
334,005930,56500,25483102,1440950,20200226,56000,57000,56000,,,,,,,
335,005930,57900,23885408,1368868,20200225,56200,58000,56200,,,,,,,
336,005930,56800,25627537,1470408,20200224,57400,58100,56800,,,,,,,
337,005930,59200,13777393,817159,20200221,58800,59800,58500,,,,,,,
338,005930,60000,14591924,880829,20200220,60700,61300,59600,,,,,,,
339,005930,60200,12951496,775715,20200219,59800,60400,59400,,,,,,,
340,005930,59800,16674266,1004070,20200218,60800,60900,59700,,,,,,,
341,005930,61500,8740596,538521,20200217,61600,62000,61200,,,,,,,
342,005930,61800,13276067,814138,20200214,60900,61900,60200,,,,,,,
343,005930,60700,18449775,1127649,20200213,61200,61600,60500,,,,,,,
344,005930,60500,12904207,776553,20200212,60300,60700,59700,,,,,,,
345,005930,59900,11071231,665611,20200211,59800,60700,59700,,,,,,,
346,005930,59700,13107121,779717,20200210,59200,59800,59100,,,,,,,
347,005930,60400,16402493,989081,20200207,61100,61200,59700,,,,,,,
348,005930,61100,14727159,889352,20200206,60100,61100,59700,,,,,,,
349,005930,59500,19278165,1147948,20200205,60000,60200,58900,,,,,,,
350,005930,58900,21800192,1271098,20200204,57100,59000,56800,,,,,,,
351,005930,57200,23995260,1354043,20200203,55500,57400,55200,,,,,,,
352,005930,56400,19749457,1132895,20200131,57800,58400,56400,,,,,,,
353,005930,57200,20821939,1202915,20200130,58800,58800,56800,,,,,,,
354,005930,59100,16446102,975344,20200129,59100,59700,58800,,,,,,,
355,005930,58800,23664541,1394362,20200128,59400,59400,58300,,,,,,,
356,005930,60800,14916555,912319,20200123,61800,61800,60700,,,,,,,
357,005930,62300,15339565,943882,20200122,60500,62600,60400,,,,,,,
358,005930,61400,11142693,686991,20200121,62000,62400,61200,,,,,,,
359,005930,62400,12528855,781048,20200120,62000,62800,61700,,,,,,,
360,005930,61300,16025661,984567,20200117,61900,62000,61000,,,,,,,
361,005930,60700,14381774,862500,20200116,59100,60700,59000,,,,,,,
362,005930,59000,14300928,846498,20200115,59500,59600,58900,,,,,,,
363,005930,60000,16906295,1021498,20200114,60400,61000,59900,,,,,,,
364,005930,60000,11359139,677776,20200113,59600,60000,59100,,,,,,,
365,005930,59500,16000170,945371,20200110,58800,59700,58300,,,,,,,
366,005930,58600,24102579,1402997,20200109,58400,58600,57400,,,,,,,
367,005930,56800,23501171,1330939,20200108,56200,57400,55900,,,,,,,
368,005930,55800,10009778,560227,20200107,55700,56400,55600,,,,,,,
369,005930,55500,10278951,567462,20200106,54900,55600,54600,,,,,,,
370,005930,55500,15422255,860207,20200103,56000,56600,54900,,,,,,,
371,005930,55200,12993228,719663,20200102,55500,56000,55000,,,,,,,
372,005930,55800,8356767,467930,20191230,56200,56600,55700,,,,,,,
373,005930,56500,12313056,692415,20191227,55700,56900,55500,4,0.00,,,,,
374,005930,55400,9645034,530105,20191226,54700,55400,54400,,,,,,,
375,005930,55000,11868463,655144,20191224,55600,55700,54800,,,,,,,
376,005930,55500,9839252,546623,20191223,56100,56400,55100,,,,,,,
377,005930,56000,12095519,677521,20191220,56100,56500,55600,,,,,,,
378,005930,56000,14180520,799291,20191219,57000,57300,55500,,,,,,,
379,005930,56300,15558208,878486,20191218,56700,57200,56000,,,,,,,
380,005930,56700,19358433,1087303,20191217,55800,56700,55400,,,,,,,
381,005930,54700,11512405,630060,20191216,54500,54900,54300,,,,,,,
382,005930,54700,18120261,987028,20191213,54500,54800,53900,,,,,,,
383,005930,53300,29178697,1551714,20191212,53000,53300,52700,,,,,,,
384,005930,51900,11379521,589980,20191211,51500,52200,51400,,,,,,,
385,005930,51500,6882771,352660,20191210,51000,51600,50700,,,,,,,
386,005930,51200,8470627,432760,20191209,50900,51400,50700,,,,,,,
